#,"Referring Domain1","Domain Rating (desc)1","Ahrefs Rank","Total Backlinks","Backlinks for Referring Domain (Percent %)","Dofollow Backlinks","Dofollow Backlinks for Referring Domain (Percent %)","First Seen","Referring domains","Linked Domains","Organic Traffic"
502,forex-signals-twitter.blogspot.com,0,-,32,0.01,32,0.01,"2019-04-15 16:15:03",0,0,0
503,forex-signals-with-trade-copier.blogspot.com,0,-,36,0.01,36,0.01,"2021-02-12 01:16:42",0,0,0
504,forex-strategies-gulf.blogspot.com,0,125538042,243,0.08,243,0.10,"2019-03-23 15:21:51",2,11,0
505,forex-trading-16.blogspot.com,0,-,31,0.01,31,0.01,"2019-02-26 22:45:21",0,0,0
506,forex-trading-account-uae.blogspot.com,0,-,20,0.01,20,0.01,"2020-10-05 07:37:44",0,0,0
507,forex-trading-course-london.blogspot.com,0,-,6,0,6,0,"2022-06-12 01:07:57",0,0,0
508,forex-trading-for-begineers.blogspot.com,0,131075004,12,0,12,0,"2021-04-10 23:27:35",6,12,0
509,forex-trading-maneau.blogspot.com,0,-,12,0,12,0,"2022-05-06 16:45:40",0,0,0
510,forex-trading-platform-infos.blogspot.com,0,-,16,0.01,16,0.01,"2022-04-08 20:42:29",0,0,0
511,forex-trading-signals24.blogspot.com,0,-,1,0,1,0,"2023-02-26 03:46:23",0,0,0
512,forex-trading-strategies-forex.blogspot.com,0,-,16,0.01,16,0.01,"2020-12-13 09:38:43",0,0,0
513,forex-traordinaire.blogspot.com,0,-,8,0,8,0,"2021-04-27 04:24:25",0,0,0
514,forex-webtrader.blogspot.com,0,-,19,0.01,19,0.01,"2019-03-23 11:03:47",0,0,0
515,forex-well-trade.blogspot.com,0,-,7,0,7,0,"2019-03-03 10:01:11",0,0,0
516,forex-zigzagstrategy.blogspot.com,0,-,15,0,15,0.01,"2019-04-02 09:44:11",0,0,0
517,forex044.blogspot.com,0,128362759,2,0,2,0,"2020-12-02 04:53:20",1,8,0
518,forex101trading.blogspot.com,0,207065491,2,0,2,0,"2023-03-02 15:09:19",1,51,0
519,forex4bharat.blogspot.com,0,-,5,0,5,0,"2022-04-19 15:31:11",0,0,0
520,forex4you-india.blogspot.com,0,-,2,0,2,0,"2023-03-19 11:18:48",0,0,0
521,forex4you-invest.blogspot.com,0,-,8,0,8,0,"2021-11-11 22:55:05",0,0,0
522,forex4youmy.blogspot.com,0,-,10,0,10,0,"2021-01-06 12:25:36",0,0,0
523,forex4younigeria.blogspot.com,0,149672344,2,0,2,0,"2023-03-17 00:17:40",1,5,0
524,forexabt.blogspot.com,0,-,2,0,2,0,"2023-01-16 10:57:07",0,0,0
525,forexacademic.blogspot.com,0,-,6,0,6,0,"2019-03-22 12:08:29",0,0,0
526,forexafb.blogspot.com,0,-,16,0.01,16,0.01,"2019-03-30 09:09:19",0,0,0
527,forexaffiliateindia.blogspot.com,0,-,11,0,11,0,"2020-05-17 01:11:40",0,0,0
528,forexalersignal.blogspot.com,0,-,100,0.03,100,0.04,"2021-11-16 05:03:22",0,0,0
529,forexamazingtips.blogspot.com,0,-,24,0.01,24,0.01,"2020-11-26 01:46:14",0,0,0
530,forexandnse.blogspot.com,0,138470504,46,0.01,46,0.02,"2019-03-30 15:43:19",2,22,0
531,forexaplicado.blogspot.com,0,-,9,0,9,0,"2019-04-08 18:31:17",0,0,0
532,forexaslisurabaya.blogspot.com,0,-,15,0,15,0.01,"2019-03-18 10:41:35",0,0,0
533,forexaumarocforexaumaroc.blogspot.com,0,-,32,0.01,32,0.01,"2019-03-27 02:54:20",0,0,0
534,forexautomatizado.blogspot.com,0,113744358,31,0.01,31,0.01,"2019-03-08 17:25:20",2,5,0
535,forexautotradinginfo.blogspot.com,0,-,55,0.02,55,0.02,"2019-03-25 05:56:55",0,0,0
536,forexbasicfornewbee.blogspot.com,0,-,11,0,11,0,"2019-04-15 16:18:05",0,0,0
537,forexbastards.blogspot.com,0,122468141,1,0,1,0,"2023-02-23 10:52:48",29,122,0
538,forexbest-no1.blogspot.com,0,131995361,28,0.01,28,0.01,"2019-03-19 00:25:48",1,22,0
539,forexbonus2018.blogspot.com,0,-,2,0,2,0,"2022-04-13 21:48:56",0,0,0
540,forexbonuspost.blogspot.com,0,-,18,0.01,18,0.01,"2021-07-17 14:47:47",0,0,0
541,forexbroker-investment.blogspot.com,0,-,32,0.01,32,0.01,"2019-03-02 14:47:29",0,0,0
542,forexbrokerreviews7.blogspot.com,0,-,5,0,5,0,"2021-03-23 20:02:21",0,0,0
543,forexbuyingandselling.blogspot.com,0,-,13,0,13,0.01,"2022-07-31 13:32:59",0,0,0
544,forexcalendareducation.blogspot.com,0,131948467,35,0.01,35,0.01,"2019-02-26 14:07:38",1,12,0
545,forexcargoflorida.blogspot.com,0,-,8,0,4,0,"2022-02-11 10:41:53",0,0,0
546,forexcashbackinfo.blogspot.com,0,-,24,0.01,24,0.01,"2019-04-18 15:24:00",0,0,0
547,forexcitysignal.blogspot.com,0,-,6,0,6,0,"2023-02-21 04:32:51",0,0,0
548,forexcomexusstockpicks.blogspot.com,0,-,169,0.05,169,0.07,"2020-06-14 11:19:07",0,0,0
549,forexcommoditiestrading.blogspot.com,0,162685723,49,0.02,49,0.02,"2022-06-22 02:59:09",1,0,0
550,forexcryptofrends.blogspot.com,0,-,4,0,0,0,"2022-02-23 05:25:24",0,0,0
551,forexdautungoaihoichonguoimoibatdau.blogspot.com,0,-,8,0,8,0,"2021-11-13 13:20:40",0,0,0
552,forexdaytips.blogspot.com,0,123714938,36,0.01,36,0.01,"2021-04-04 14:36:36",1,7,0
553,forexdaytraders.blogspot.com,0,198997216,14,0,14,0.01,"2021-07-13 22:42:58",1,6,0
554,forexdekazan.blogspot.com,0,-,76,0.02,76,0.03,"2019-04-21 10:52:58",0,0,0
555,forexdenetim.blogspot.com,0,-,110,0.03,110,0.04,"2020-04-30 07:42:35",0,0,0
556,forexdenganrobotnet89.blogspot.com,0,145517415,78,0.02,78,0.03,"2022-02-10 10:13:50",1,11,0
557,forexdirectltd.blogspot.com,0,-,1,0,1,0,"2023-03-12 18:30:24",0,0,0
558,forexdomainnames.blogspot.com,0,-,2,0,2,0,"2021-12-05 13:22:29",0,0,0
559,forexduajiwa.blogspot.com,0,169338496,9,0,9,0,"2019-04-21 20:32:39",1,21,0
560,forexeadownload.blogspot.com,0,-,18,0.01,18,0.01,"2020-07-11 04:23:52",0,0,0
561,forexebooktips.blogspot.com,0,-,3,0,3,0,"2023-02-15 00:03:33",0,0,0
562,forexedgemodel123.blogspot.com,0,-,15,0,15,0.01,"2021-06-06 12:19:29",0,0,0
563,forexeducationperspective.blogspot.com,0,-,1,0,1,0,"2023-03-16 14:18:04",0,0,0
564,forexeducationplatform.blogspot.com,0,154790592,46,0.01,46,0.02,"2020-04-29 17:57:09",1,5,0
565,forexert.blogspot.com,0,-,14,0,14,0.01,"2021-05-03 19:07:33",0,0,0
566,forexezytrading.blogspot.com,0,-,36,0.01,36,0.01,"2021-02-04 13:40:19",0,0,0
567,forexfactoryupdate.blogspot.com,0,133400807,31,0.01,31,0.01,"2019-03-31 06:46:25",2,10,0
568,forexfbsdiindonesia.blogspot.com,0,-,6,0,6,0,"2022-02-11 04:25:31",0,0,0
569,forexforbeginnerstips.blogspot.com,0,-,14,0,14,0.01,"2021-07-14 02:52:15",0,0,0
570,forexforcs.blogspot.com,0,-,21,0.01,21,0.01,"2020-12-05 14:03:06",0,0,0
571,forexforecast82.blogspot.com,0,-,187,0.06,187,0.08,"2020-04-03 13:31:21",0,0,0
572,forexforexmart.blogspot.com,0,-,115,0.04,115,0.05,"2021-05-26 18:44:31",0,0,0
573,forexforlao.blogspot.com,0,-,128,0.04,128,0.05,"2019-02-24 15:45:25",0,0,0
574,forexfree-bonus.blogspot.com,0,-,7,0,7,0,"2021-05-09 14:59:14",0,0,0
575,forexfundmanagementfx.blogspot.com,0,-,10,0,10,0,"2020-06-13 20:18:06",0,0,0
576,forexfutureforecast.blogspot.com,0,-,1,0,1,0,"2023-03-19 01:12:39",0,0,0
577,forexgalleria123.blogspot.com,0,-,42,0.01,42,0.02,"2019-03-15 03:35:39",0,0,0
578,forexglobal-solutions.blogspot.com,0,-,9,0,9,0,"2019-04-10 11:09:52",0,0,0
579,forexgoldsilveru.blogspot.com,0,-,18,0.01,18,0.01,"2020-07-19 17:46:31",0,0,0
580,forexgurukenny.blogspot.com,0,-,12,0,12,0,"2019-04-04 11:27:31",0,0,0
581,forexhackpro.blogspot.com,0,-,25,0.01,25,0.01,"2020-12-17 02:26:58",0,0,0
582,forexhalalmudah.blogspot.com,0,-,11,0,11,0,"2019-03-19 09:49:52",0,0,0
583,forexichat.blogspot.com,0,-,20,0.01,20,0.01,"2019-03-23 22:45:09",0,0,0
584,forexidiots.blogspot.com,0,-,50,0.02,50,0.02,"2019-03-10 02:56:25",0,0,0
585,forexindicatorreviews.blogspot.com,0,-,213,0.07,213,0.09,"2019-01-05 16:34:33",0,0,0
586,forexindishop.blogspot.com,0,-,20,0.01,20,0.01,"2021-09-20 09:27:04",0,0,0
587,forexindosc.blogspot.com,0,-,52,0.02,52,0.02,"2019-03-13 21:41:06",0,0,0
588,forexinecon.blogspot.com,0,148583097,10,0,10,0,"2020-07-12 16:02:43",1,25,0
589,forexing24.blogspot.com,0,-,9,0,9,0,"2022-05-19 20:12:34",0,0,0
590,forexinhabitant.blogspot.com,0,-,14,0,14,0.01,"2019-04-05 13:42:51",0,0,0
591,forexinsighters.blogspot.com,0,148178613,239,0.08,239,0.10,"2019-02-18 22:16:10",1,41,0
592,forexinvestmentsecurity.blogspot.com,0,175784725,177,0.06,177,0.07,"2019-02-20 21:52:57",2,22,0
593,forexinvestopips.blogspot.com,0,136646301,5,0,5,0,"2022-07-31 13:31:30",1,0,0
594,forexiscrazy.blogspot.com,0,147259610,15,0,15,0.01,"2022-01-03 19:58:10",3,90,0
595,forexkuwait.blogspot.com,0,-,28,0.01,28,0.01,"2021-01-29 14:56:31",0,0,0
596,forexlatino2.blogspot.com,0,-,2,0,2,0,"2022-03-04 01:37:22",0,0,0
597,forexlearninggoals.blogspot.com,0,-,6,0,6,0,"2022-01-28 06:17:30",0,0,0
598,forexlearningzoneroi.blogspot.com,0,-,13,0,13,0.01,"2021-05-05 01:34:17",0,0,0
599,forexmadeeasy4unow.blogspot.com,0,187266435,12,0,12,0,"2023-03-18 00:59:08",1,33,0
600,forexmagic4real.blogspot.com,0,-,38,0.01,38,0.02,"2019-04-15 15:24:26",0,0,0
601,forexmarketmastersacademy.blogspot.com,0,168230230,39,0.01,39,0.02,"2020-04-30 07:33:02",2,15,0
602,forexmartforex.blogspot.com,0,-,192,0.06,192,0.08,"2021-05-25 13:42:09",0,0,0
603,forexmetatrader4trading.blogspot.com,0,-,3,0,3,0,"2022-02-26 14:30:29",0,0,0
604,forexmicroaccountuk.blogspot.com,0,-,15,0,15,0.01,"2022-05-05 18:59:56",0,0,0
605,forexmudah9.blogspot.com,0,-,62,0.02,62,0.03,"2023-01-12 06:39:19",0,0,0
606,forexnes.blogspot.com,0,-,10,0,5,0,"2021-04-29 06:11:03",0,0,0
607,forexnews24-update.blogspot.com,0,-,19,0.01,19,0.01,"2021-12-19 03:50:37",0,0,0
608,forexnewspaper.blogspot.com,0,-,18,0.01,18,0.01,"2019-04-11 15:20:05",0,0,0
609,forexondelivery.blogspot.com,0,-,5,0,5,0,"2022-07-03 23:16:43",0,0,0
610,forexonl.blogspot.com,0,-,51,0.02,51,0.02,"2021-05-23 20:02:25",0,0,0
611,forexonlinestrategies.blogspot.com,0,-,75,0.02,75,0.03,"2019-02-19 00:18:33",0,0,0
612,forexpembesarbandung.blogspot.com,0,-,24,0.01,24,0.01,"2020-06-23 17:58:15",0,0,0
613,forexpertonly.blogspot.com,0,-,28,0.01,28,0.01,"2019-04-21 12:21:46",0,0,0
614,forexpipsme.blogspot.com,0,-,3,0,3,0,"2021-09-01 02:33:24",0,0,0
615,forexpipssignal.blogspot.com,0,162018224,15,0,15,0.01,"2019-04-04 09:44:25",7,35,0
616,forexpipssignal1.blogspot.com,0,-,5,0,5,0,"2021-04-23 20:40:16",0,0,0
617,forexplatformsforex.blogspot.com,0,-,13,0,13,0.01,"2021-05-01 13:21:58",0,0,0
618,forexpowerfull.blogspot.com,0,-,39,0.01,39,0.02,"2021-04-27 18:23:39",0,0,0
619,forexproffessionel.blogspot.com,0,-,18,0.01,18,0.01,"2019-04-10 12:56:59",0,0,0
620,forexprofitsigna.blogspot.com,0,-,19,0.01,19,0.01,"2021-04-26 08:28:35",0,0,0
621,forexprostore.blogspot.com,0,-,142,0.04,142,0.06,"2022-10-10 10:29:48",0,0,0
622,forexpyramidscheme22.blogspot.com,0,-,3,0,3,0,"2023-03-18 11:54:30",0,0,0
623,forexqatary.blogspot.com,0,-,50,0.02,50,0.02,"2021-07-06 05:09:24",0,0,0
624,forexradersinindia.blogspot.com,0,132613219,8,0,8,0,"2023-02-26 04:51:51",8,7,0
625,forexranker.blogspot.com,0,-,6,0,6,0,"2021-11-10 05:34:04",0,0,0
626,forexratestodays.blogspot.com,0,194371333,73,0.02,73,0.03,"2019-03-24 18:48:28",1,8,0
627,forexreal99.blogspot.com,0,-,19,0.01,19,0.01,"2019-04-05 10:16:17",0,0,0
628,forexreligion2014.blogspot.com,0,-,39,0.01,39,0.02,"2020-02-07 01:49:53",0,0,0
629,forexreview1.blogspot.com,0,-,2,0,2,0,"2020-07-18 23:56:18",0,0,0
630,forexrobotnew.blogspot.com,0,-,89,0.03,89,0.04,"2021-05-31 11:21:23",0,0,0
631,forexrobotoutlet.blogspot.com,0,137834898,24,0.01,24,0.01,"2019-03-24 02:50:21",1,10,0
632,forexsantai.blogspot.com,0,-,93,0.03,93,0.04,"2019-03-23 10:46:46",0,0,0
633,forexsaudia.blogspot.com,0,114836503,18,0.01,18,0.01,"2021-03-17 04:18:49",2,8,0
634,forexscammerexposed.blogspot.com,0,-,5,0,5,0,"2022-07-27 00:17:52",0,0,0
635,forexschoolindex.blogspot.com,0,-,122,0.04,122,0.05,"2019-02-10 21:38:06",0,0,0
636,forexsdr.blogspot.com,0,-,9,0,9,0,"2020-12-22 16:37:36",0,0,0
637,forexsignalandanalysis.blogspot.com,0,-,4,0,4,0,"2020-06-23 01:33:49",0,0,0
638,forexsignalinsharemarket.blogspot.com,0,-,12,0,12,0,"2021-04-18 09:14:15",0,0,0
639,forexsignalknowledge.blogspot.com,0,-,80,0.03,80,0.03,"2019-04-15 19:09:05",0,0,0
640,forexsignalmaster.blogspot.com,0,-,4,0,4,0,"2021-08-30 21:24:57",0,0,0
641,forexsignals2407.blogspot.com,0,-,42,0.01,42,0.02,"2020-06-18 11:37:46",0,0,0
642,forexsignals24update.blogspot.com,0,-,3,0,3,0,"2022-05-26 20:46:31",0,0,0
643,forexsignals3.blogspot.com,0,-,58,0.02,58,0.02,"2019-03-23 11:36:00",0,0,0
644,forexsignals44.blogspot.com,0,-,34,0.01,34,0.01,"2019-04-21 18:41:26",0,0,0
645,forexsignalsproviderblog.blogspot.com,0,-,31,0.01,31,0.01,"2020-05-07 09:47:45",0,0,0
646,forexsignalsweb.blogspot.com,0,-,17,0.01,17,0.01,"2019-04-11 16:17:05",0,0,0
647,forexsignup.blogspot.com,0,-,48,0.02,48,0.02,"2019-03-19 06:52:43",0,0,0
648,forexsite14.blogspot.com,0,-,3,0,3,0,"2022-07-15 12:04:19",0,0,0
649,forexsnews.blogspot.com,0,-,20,0.01,20,0.01,"2019-03-12 23:49:28",0,0,0
650,forexsnipper.blogspot.com,0,206892687,13,0,13,0.01,"2021-05-10 04:14:40",1,27,0
651,forexsolutionprovider.blogspot.com,0,199095909,40,0.01,40,0.02,"2021-01-09 19:22:30",1,7,0
652,forexstockcash.blogspot.com,0,-,3,0,3,0,"2022-05-22 04:25:02",0,0,0
653,forexstrategysecrets1.blogspot.com,0,-,21,0.01,21,0.01,"2019-04-20 02:01:22",0,0,0
654,forexstretegy.blogspot.com,0,-,5,0,5,0,"2022-06-11 02:18:46",0,0,0
655,forexsugar.blogspot.com,0,147619350,47,0.01,47,0.02,"2020-06-25 10:08:59",1,7,0
656,forexsurakarta.blogspot.com,0,-,17,0.01,17,0.01,"2021-04-12 01:41:19",0,0,0
657,forexsurebusiness.blogspot.com,0,-,82,0.03,82,0.03,"2020-05-15 00:33:46",0,0,0
658,forexthenewrealbusines.blogspot.com,0,-,3,0,3,0,"2021-12-13 02:48:45",0,0,0
659,forextip24.blogspot.com,0,-,16,0.01,16,0.01,"2020-07-21 04:08:02",0,0,0
660,forextl.blogspot.com,0,-,30,0.01,30,0.01,"2021-07-05 23:18:12",0,0,0
661,forextokoverenashop.blogspot.com,0,-,4,0,4,0,"2021-07-18 10:11:51",0,0,0
662,forextradeearningbots.blogspot.com,0,171520292,21,0.01,21,0.01,"2021-05-18 00:59:05",7,6,0
663,forextradeeasy.blogspot.com,0,-,9,0,9,0,"2021-05-09 01:00:49",0,0,0
664,forextradeinfotricks.blogspot.com,0,-,8,0,8,0,"2021-04-20 12:08:17",0,0,0
665,forextraderbeverages.blogspot.com,0,130081410,9,0,9,0,"2019-04-20 07:01:49",1,423,0
666,forextraders-service.blogspot.com,0,-,23,0.01,23,0.01,"2019-01-25 05:32:01",0,0,0
667,forextradersinmalaysia.blogspot.com,0,-,202,0.06,202,0.08,"2019-02-24 08:40:26",0,0,0
668,forextradersinpakistan.blogspot.com,0,114433376,172,0.05,172,0.07,"2019-03-13 10:24:38",1,7,0
669,forextradervv.blogspot.com,0,-,23,0.01,23,0.01,"2021-11-07 02:10:11",0,0,0
670,forextrading-beginners.blogspot.com,0,-,12,0,12,0,"2021-09-27 22:15:04",0,0,0
671,forextrading-express.blogspot.com,0,-,2,0,2,0,"2021-12-17 02:31:45",0,0,0
672,forextradingaction.blogspot.com,0,-,41,0.01,41,0.02,"2020-12-26 20:18:45",0,0,0
673,forextradingaustralian.blogspot.com,0,113653864,18,0.01,18,0.01,"2019-04-20 01:05:26",3,13,0
674,forextradingbanker.blogspot.com,0,-,49,0.02,49,0.02,"2019-02-24 08:40:03",0,0,0
675,forextradingchannels.blogspot.com,0,-,3,0,3,0,"2022-07-21 18:16:34",0,0,0
676,forextradingcondition.blogspot.com,0,144045797,9,0,9,0,"2021-09-22 21:28:59",3,9,0
677,forextradingcourseinindia.blogspot.com,0,180967193,2,0,2,0,"2022-05-28 13:36:41",1,0,0
678,forextradingdemotrading.blogspot.com,0,-,34,0.01,34,0.01,"2021-04-15 09:16:03",0,0,0
679,forextradingentry.blogspot.com,0,-,37,0.01,37,0.02,"2019-03-19 08:48:28",0,0,0
680,forextradingervices.blogspot.com,0,154754732,26,0.01,26,0.01,"2020-04-29 16:59:55",1,8,0
681,forextradingexperiance.blogspot.com,0,-,19,0.01,19,0.01,"2021-05-14 20:45:10",0,0,0
682,forextradingfinancialnews.blogspot.com,0,-,6,0,6,0,"2021-05-07 19:50:03",0,0,0
683,forextradingfloorsltd.blogspot.com,0,-,8,0,8,0,"2021-02-13 06:24:28",0,0,0
684,forextradingforallbeginners.blogspot.com,0,-,4,0,4,0,"2022-07-02 10:56:47",0,0,0
685,forextradingindiain.blogspot.com,0,150914785,64,0.02,64,0.03,"2019-03-24 06:41:57",1,6,0
686,forextradinginindonesia.blogspot.com,0,114233377,180,0.06,180,0.07,"2019-03-18 13:23:45",2,6,0
687,forextradinginnepal.blogspot.com,0,153355474,202,0.06,202,0.08,"2019-03-03 05:49:50",3,7,0
688,forextradingmadeeasy.blogspot.com,0,130058005,4,0,4,0,"2019-04-10 22:34:26",2,20,0
689,forextradingmark.blogspot.com,0,-,75,0.02,75,0.03,"2019-04-18 22:00:50",0,0,0
690,forextradingservciesinindia.blogspot.com,0,164111637,1,0,1,0,"2022-03-16 09:11:21",1,14,0
691,forextradingstarterkit.blogspot.com,0,-,22,0.01,22,0.01,"2019-04-16 23:33:51",0,0,0
692,forextradingsystemau.blogspot.com,0,-,31,0.01,31,0.01,"2019-03-30 20:55:28",0,0,0
693,forextradingultimaterobot.blogspot.com,0,-,26,0.01,26,0.01,"2019-03-10 15:13:14",0,0,0
694,forextradtoday.blogspot.com,0,154646254,18,0.01,18,0.01,"2021-04-22 01:38:24",1,11,0
695,forextrees.blogspot.com,0,-,5,0,5,0,"2021-06-17 03:49:35",0,0,0
696,forextrendyinvestment.blogspot.com,0,-,32,0.01,32,0.01,"2021-04-10 02:46:01",0,0,0
697,forextrendypdf.blogspot.com,0,-,50,0.02,50,0.02,"2021-04-22 20:04:38",0,0,0
698,forextrusty.blogspot.com,0,-,26,0.01,26,0.01,"2019-03-03 17:26:42",0,0,0
699,forextvoi.blogspot.com,0,-,6,0,6,0,"2021-09-23 21:21:45",0,0,0
700,forexviewsncalls.blogspot.com,0,127888812,110,0.03,110,0.04,"2019-02-08 15:38:19",1,0,0
701,forexvipsignals.blogspot.com,0,198995994,45,0.01,45,0.02,"2021-03-13 21:04:52",1,7,0
702,forexviptrading.blogspot.com,0,-,9,0,9,0,"2022-01-10 20:45:23",0,0,0
703,forexwebstore01.blogspot.com,0,-,1,0,1,0,"2023-03-11 16:22:49",0,0,0
704,forexworldtradingsignalprovider.blogspot.com,0,154834765,20,0.01,20,0.01,"2019-04-04 16:04:04",1,4,0
705,forexzdarma.blogspot.com,0,172203881,100,0.03,100,0.04,"2019-03-07 22:13:46",1,17,0
706,franciscoribasymimundoforex.blogspot.com,0,-,15,0,15,0.01,"2020-07-05 04:53:58",0,0,0
707,free-forex-signals247.blogspot.com,0,-,25,0.01,25,0.01,"2019-04-21 13:31:08",0,0,0
708,free-forex-technical-signals.blogspot.com,0,-,85,0.03,85,0.03,"2019-02-24 12:56:29",0,0,0
709,free-indicator-for-forex.blogspot.com,0,167314980,212,0.07,212,0.09,"2019-03-02 06:02:54",1,13,0
710,freefactoryforex.blogspot.com,0,-,6,0,6,0,"2023-02-26 06:57:28",0,0,0
711,freeforexindicators100.blogspot.com,0,-,1,0,0,0,"2022-02-21 23:53:11",0,0,0
712,freeforexsignalsindia.blogspot.com,0,-,11,0,11,0,"2021-04-20 04:56:52",0,0,0
713,freshforexdatabase.blogspot.com,0,-,5,0,5,0,"2022-07-24 04:27:15",0,0,0
714,fxbrokersempireforexnews.blogspot.com,0,-,2,0,2,0,"2023-03-08 01:39:00",0,0,0
715,fxedukasiforexindeksaham.blogspot.com,0,-,3,0,3,0,"2022-07-31 07:34:23",0,0,0
716,fxgloryforex.blogspot.com,0,-,25,0.01,25,0.01,"2020-07-19 18:14:03",0,0,0
717,getforexsignalsprovider.blogspot.com,0,177987362,26,0.01,26,0.01,"2018-03-20 05:49:02",1,5,0
718,gettheforexrobot.blogspot.com,0,150708183,25,0.01,25,0.01,"2021-10-12 18:25:42",3,8,0
719,goldtrading-forextrading.blogspot.com,0,-,30,0.01,30,0.01,"2019-03-18 18:55:58",0,0,0
720,gstrefundforexporters.blogspot.com,0,-,8,0,8,0,"2022-01-06 15:44:56",0,0,0
721,gudangtipstrikbinaryforex.blogspot.com,0,-,11,0,11,0,"2020-06-21 12:16:32",0,0,0
722,hammerofthorforexmedan1.blogspot.com,0,-,3,0,3,0,"2021-08-08 08:18:50",0,0,0
723,haveforextrade.blogspot.com,0,-,208,0.07,208,0.08,"2021-11-03 23:40:00",0,0,0
724,hotforexindelhi.blogspot.com,0,138971834,5,0,5,0,"2021-01-15 16:37:26",7,11,0
725,howtobecomeaforextrader.blogspot.com,0,-,20,0.01,20,0.01,"2021-04-14 19:47:08",0,0,0
726,howtobesuccessfulforextrader.blogspot.com,0,-,4,0,4,0,"2021-12-17 21:07:14",0,0,0
727,howtocopytradeforex.blogspot.com,0,-,16,0.01,16,0.01,"2021-04-15 23:16:18",0,0,0
728,iamforextrader.blogspot.com,0,159863621,1,0,1,0,"2019-09-06 00:29:54",2,0,0.80
729,ibbrokerforexfbs.blogspot.com,0,122726244,25,0.01,25,0.01,"2021-05-26 08:31:23",2,29,0
730,idn-justinforex.blogspot.com,0,-,552,0.17,552,0.22,"2020-03-25 20:50:53",0,0,0
731,imakemoneyforex.blogspot.com,0,-,27,0.01,27,0.01,"2019-04-06 08:19:15",0,0,0
732,infoorionforex.blogspot.com,0,-,8,0,8,0,"2019-03-14 13:25:05",0,0,0
733,infotradingforexsistem.blogspot.com,0,-,18,0.01,18,0.01,"2019-12-17 14:02:52",0,0,0
734,instaforexpartners.blogspot.com,0,-,6,0,6,0,"2020-04-17 11:43:31",0,0,0
735,instantforexurdu.blogspot.com,0,-,4,0,4,0,"2023-02-21 13:12:11",0,0,0
736,international-forex-trading-signals.blogspot.com,0,-,13,0,13,0.01,"2020-03-05 12:37:06",0,0,0
737,investimentiforex.blogspot.com,0,-,4,0,4,0,"2022-05-13 11:55:28",0,0,0
738,investissementforexcotedivoir.blogspot.com,0,135245557,9,0,9,0,"2020-04-16 19:14:17",1,11,0
739,investsystemsforex.blogspot.com,0,-,5,0,5,0,"2022-06-25 19:09:06",0,0,0
740,iqoptionforextutorial.blogspot.com,0,-,37,0.01,37,0.02,"2019-02-25 22:48:47",0,0,0
741,islamic-forextrading.blogspot.com,0,-,2,0,0,0,"2021-10-16 02:51:36",0,0,0
742,jalatamaberjangkaforex.blogspot.com,0,-,20,0.01,20,0.01,"2021-06-23 12:43:28",0,0,0
